refit_id,asset_i,asset_j,rho,spearman_rho,kendall_tau,lambda_lower,lambda_upper
2007-12-31,EURUSD,GLD,0.441510379982285,0.47665556869376025,0.2911143232322638,0.22271723002179755,0.22271723002179755
2007-12-31,EURUSD,IEF,0.20416533947192414,0.1842745163404388,0.13089603539137654,0.12876817408369143,0.12876817408369143
2007-12-31,EURUSD,SPY,0.11029568876296626,0.12426737271784405,0.07035956672691539,0.10172468819032532,0.10172468819032532
2007-12-31,GLD,IEF,-0.00652467673119137,-0.02807999999424428,-0.00415376768769402,0.07421124357347537,0.07421124357347537
2007-12-31,GLD,SPY,0.21121726753137818,0.21980350251742792,0.13548551963169075,0.13099946597438694,0.13099946597438694
2007-12-31,IEF,SPY,-0.2557990585400188,-0.2322401000421662,-0.16467709191324148,0.033606647451935735,0.033606647451935735
2009-01-12,EURUSD,GLD,0.5833658696497064,0.5570943226207459,0.3965292210268057,0.3032788305559601,0.3032788305559601
2009-01-12,EURUSD,IEF,0.06921609035878155,0.048647165168994796,0.044099592152393584,0.09132804671073871,0.09132804671073871
2009-01-12,EURUSD,SPY,0.1441686196006371,0.10638681929768715,0.09210154181225234,0.11093441367913619,0.11093441367913619
2009-01-12,GLD,IEF,-0.014466598367427166,-0.010705440474235437,-0.009210043828773473,0.07256100308227477,0.07256100308227477
2009-01-12,GLD,SPY,0.1358587275885135,0.08060442228670149,0.08675865405257552,0.10861980559259067,0.10861980559259067
2009-01-12,IEF,SPY,-0.5507794719904442,-0.4930680009447008,-0.3713389383490205,0.008870315564930198,0.008870315564930198
2010-01-08,EURUSD,GLD,0.5025380769812883,0.4766281208416389,0.3352006707377814,0.2545728698849492,0.2545728698849492
2010-01-08,EURUSD,IEF,-0.012802608611557182,-0.03817365116778111,-0.008150616447234561,0.0729045813572658,0.0729045813572658
2010-01-08,EURUSD,SPY,0.3087093176908273,0.2750784296264567,0.19979405769566763,0.165058500447986,0.165058500447986
2010-01-08,GLD,IEF,0.05550280111591788,0.07051319620721315,0.03535234732316858,0.08803725929820277,0.08803725929820277
2010-01-08,GLD,SPY,0.08864166371099717,0.04313542261219078,0.05650519797934878,0.09614193601680719,0.09614193601680719
2010-01-08,IEF,SPY,-0.43958881933539906,-0.41533729156286125,-0.2897516571092335,0.015810266765407335,0.015810266765407335
2011-01-05,EURUSD,GLD,0.25185550156898445,0.23318782394431117,0.16208153794007066,0.14444732114820347,0.14444732114820347
2011-01-05,EURUSD,IEF,-0.1268726597204893,-0.14751549899390656,-0.0809879156038737,0.05187536226899356,0.05187536226899356
2011-01-05,EURUSD,SPY,0.3743723358159701,0.3953946790681888,0.24428360750807296,0.19175911593592854,0.19175911593592854
2011-01-05,GLD,IEF,0.06830114442064922,0.09652464700905947,0.04351573766340922,0.0911057450750227,0.0911057450750227
2011-01-05,GLD,SPY,0.22023106579491752,0.1951235211770493,0.14136227730929338,0.1338947402548861,0.1338947402548861
2011-01-05,IEF,SPY,-0.3890710191597474,-0.3786632860390984,-0.2544078649463198,0.019852388478113193,0.019852388478113193
2012-01-03,EURUSD,GLD,0.047319914858889214,0.04959154474657317,0.03013604721333185,0.08611510134357589,0.08611510134357589
2012-01-03,EURUSD,IEF,-0.07820850842518647,-0.07341669704879797,-0.04983997945472544,0.06023955955542435,0.06023955955542435
2012-01-03,EURUSD,SPY,0.09918769605873397,0.10083578176318586,0.06324884817207639,0.09883188932429074,0.09883188932429074
2012-01-03,GLD,IEF,0.03435500829365291,0.04607434046098874,0.021875382129933268,0.0831320159667297,0.0831320159667297
2012-01-03,GLD,SPY,0.15141488404098813,0.13202001924855747,0.09676588956387698,0.11298273369558987,0.11298273369558987
2012-01-03,IEF,SPY,-0.5913169771969804,-0.5801158196910923,-0.4027835632908433,0.006941324413191552,0.006941324413191552
2013-01-02,EURUSD,GLD,0.002578363416619414,0.00690282088868109,0.001641438950075418,0.07613537669360193,0.07613537669360193
2013-01-02,EURUSD,IEF,-0.012536491531003814,-0.0006476674766795748,-0.007981187452784371,0.07295963569509452,0.07295963569509452
2013-01-02,EURUSD,SPY,0.01006018404195643,-0.0005225308049457837,0.006404620110252282,0.07774324121441528,0.07774324121441528
2013-01-02,GLD,IEF,-0.06347393860824116,-0.04517730179346244,-0.0404359477482045,0.06294588857115309,0.06294588857115309
2013-01-02,GLD,SPY,0.23139940928191044,0.19626294976210984,0.14866083137926372,0.13755043869100503,0.13755043869100503
2013-01-02,IEF,SPY,-0.6312685687577955,-0.6181575423017315,-0.4349308597018303,0.005321900694740116,0.005321900694740116
2013-12-30,EURUSD,GLD,-0.061961737328484354,-0.05630555219263695,-0.039471351418297045,0.06322835389291297,0.06322835389291297
2013-12-30,EURUSD,IEF,-0.0003320420690206755,0.012801558514978535,-0.0002113845502806626,0.07551638029845077,0.07551638029845077
2013-12-30,EURUSD,SPY,-0.011852694878620862,-0.021155938556249497,-0.0075458366038094705,0.07310123494600085,0.07310123494600085
2013-12-30,GLD,IEF,0.13416947921999553,0.11320202624180237,0.0856733072168473,0.10815373692145157,0.10815373692145157
2013-12-30,GLD,SPY,0.17261898926271416,0.17756681149933592,0.11044586304833968,0.11914025081518499,0.11914025081518499
2013-12-30,IEF,SPY,-0.38476392271225585,-0.3634612457525545,-0.25143427867118473,0.02022494996566926,0.02022494996566926
2014-12-26,EURUSD,GLD,-0.1036783985515208,-0.10203985289375934,-0.06612254212997562,0.0557540996987823,0.0557540996987823
2014-12-26,EURUSD,IEF,-0.05439825737736321,-0.04924020577788687,-0.03464810885434363,0.06465447282682543,0.06465447282682543
2014-12-26,EURUSD,SPY,-0.05572190334052632,-0.05403954631547341,-0.03549204832809971,0.06440328504981147,0.06440328504981147
2014-12-26,GLD,IEF,0.3083926354895961,0.3068720173269271,0.19958211015876146,0.16493752745796375,0.16493752745796375
2014-12-26,GLD,SPY,-0.07166286735193524,-0.060276494125699256,-0.04566113795516078,0.0614315699898172,0.0614315699898172
2014-12-26,IEF,SPY,-0.3199714874388466,-0.28217211027040473,-0.20734667305993917,0.0263912630865277,0.0263912630865277
2015-12-23,EURUSD,GLD,-0.013114187374856609,-0.014049224871262318,-0.008348990305579913,0.0728401593719167,0.0728401593719167
2015-12-23,EURUSD,IEF,-0.08667816224930394,-0.0754674949260793,-0.05525036338317509,0.05872119788568173,0.05872119788568173
2015-12-23,EURUSD,SPY,-0.028973688114332843,-0.017821607714149455,-0.01844780442338866,0.06961400881533872,0.06961400881533872
2015-12-23,GLD,IEF,0.3035531399906017,0.299618962430126,0.19634598338206657,0.16309771510967003,0.16309771510967003
2015-12-23,GLD,SPY,-0.1266215346229546,-0.11902991897639403,-0.08082674456707666,0.0519163303690252,0.0519163303690252
2015-12-23,IEF,SPY,-0.4162930709723169,-0.4052710359901654,-0.27334193054463246,0.01760040207109086,0.01760040207109086
2016-12-20,EURUSD,GLD,0.035011767408958776,0.03423216114436423,0.02229373968065983,0.0832813096131199,0.0832813096131199
2016-12-20,EURUSD,IEF,-0.031967434477157254,-0.016263528860609295,-0.020354568643836266,0.06901656363093589,0.06901656363093589
2016-12-20,EURUSD,SPY,0.023372487953516548,0.01994418056332616,0.014880742995552372,0.08066390797703417,0.08066390797703417
2016-12-20,GLD,IEF,0.38045109951423217,0.3840706524595775,0.24846252882960645,0.19440196308249458,0.19440196308249458
2016-12-20,GLD,SPY,-0.186975068357362,-0.17064653858615436,-0.11973672244287024,0.0426919374496476,0.0426919374496476
2016-12-20,IEF,SPY,-0.36457268037644475,-0.3625504332138473,-0.23756985661369603,0.02203220135018496,0.02203220135018496
2017-12-18,EURUSD,GLD,-0.02476568715893052,-0.033226566449896695,-0.015767938251104015,0.0704599389473168,0.0704599389473168
2017-12-18,EURUSD,IEF,-0.019237021658495165,-0.012462734413373948,-0.012247423814884193,0.071582377275544,0.071582377275544
2017-12-18,EURUSD,SPY,0.07298563759337243,0.05987187109983925,0.04650545081791138,0.09224809391949923,0.09224809391949923
2017-12-18,GLD,IEF,0.587706738470023,0.5873713156173846,0.3999382192337561,0.30613549307663307,0.30613549307663307
2017-12-18,GLD,SPY,-0.26980824538258436,-0.25049136598904953,-0.17392062952033804,0.03193212514405603,0.03193212514405603
2017-12-18,IEF,SPY,-0.36052262235350896,-0.3436874602168595,-0.2348032834970834,0.022406930115736388,0.022406930115736388
2018-12-17,EURUSD,GLD,-0.02156350286803461,-0.02106940183992993,-0.013728816375659755,0.07110852123524382,0.07110852123524382
2018-12-17,EURUSD,IEF,-0.01850380879977047,-0.034962101917494035,-0.011780562870937074,0.07173217977223365,0.07173217977223365
2018-12-17,EURUSD,SPY,0.01309802234984541,0.023826674165897618,0.008338698447082708,0.07840295086679383,0.07840295086679383
2018-12-17,GLD,IEF,0.4420711653527708,0.4408229934667629,0.2915122720182405,0.22299297678740976,0.22299297678740976
2018-12-17,GLD,SPY,-0.06452517733937739,-0.05197568136655497,-0.041106561949389955,0.06275004756167124,0.06275004756167124
2018-12-17,IEF,SPY,-0.3054287851364633,-0.32706637000937794,-0.19759958333156424,0.027926073397790768,0.027926073397790768
2019-12-13,EURUSD,GLD,-0.0636153353143773,-0.06000257281153307,-0.04052614597801782,0.0629195221659112,0.0629195221659112
2019-12-13,EURUSD,IEF,-0.053097201487680414,-0.07452314469204661,-0.03381863192026732,0.06490204224140778,0.06490204224140778
2019-12-13,EURUSD,SPY,0.06848290939113037,0.09171848107516788,0.04363172441789711,0.091149876547626,0.091149876547626
2019-12-13,GLD,IEF,0.4433051300861865,0.45636837987981066,0.29238835966880633,0.22360079162854707,0.22360079162854707
2019-12-13,GLD,SPY,-0.06281751778991858,-0.06409660869113222,-0.04001722162409036,0.06306839331340039,0.06306839331340039
2019-12-13,IEF,SPY,-0.3417799942851018,-0.36227158608911547,-0.22205953442823662,0.02419538226036245,0.02419538226036245
2020-12-10,EURUSD,GLD,-0.051283071215451295,-0.03923334846619677,-0.03266214445898186,0.06524835001570907,0.06524835001570907
2020-12-10,EURUSD,IEF,-0.035610572833619854,-0.021384489553846385,-0.022675188944188046,0.06829441388148974,0.06829441388148974
2020-12-10,EURUSD,SPY,0.04500863714853367,0.0478140518463566,0.028663071396924235,0.08557773021753909,0.08557773021753909
2020-12-10,GLD,IEF,0.4590872030890086,0.430841054631565,0.30364691175306,0.23150438977183926,0.23150438977183926
2020-12-10,GLD,SPY,-0.051950346076002483,-0.05495148908129956,-0.0330875118646273,0.06512082048610135,0.06512082048610135
2020-12-10,IEF,SPY,-0.4417497191297192,-0.431624329061905,-0.2912841499174367,0.015650452787310778,0.015650452787310778
2021-12-08,EURUSD,GLD,0.016908027745598467,0.023207666400506193,0.010764497711088125,0.07923599652248534,0.07923599652248534
2021-12-08,EURUSD,IEF,0.03451733822200242,0.03541739917012508,0.021978785900951096,0.0831688986510545,0.0831688986510545
2021-12-08,EURUSD,SPY,-0.04030375966406439,-0.038712500141001714,-0.025665121877757546,0.06737199155060174,0.06737199155060174
2021-12-08,GLD,IEF,0.31411568665855566,0.2960607183520522,0.2034159651780322,0.1671348281990137,0.1671348281990137
2021-12-08,GLD,SPY,0.11460772512485605,0.11012108048432195,0.07312221954947389,0.10286432920749962,0.10286432920749962
2021-12-08,IEF,SPY,-0.2876300184448211,-0.2714499520958167,-0.18573468621852413,0.029883327415100792,0.029883327415100792
2022-12-06,EURUSD,GLD,0.007554695334435539,-0.004497666098608374,0.0048095141740929605,0.07720213184173677,0.07720213184173677
2022-12-06,EURUSD,IEF,0.06241403510413631,0.04774440470694754,0.03975985153120487,0.08968478056674524,0.08968478056674524
2022-12-06,EURUSD,SPY,-0.04426387739824661,-0.03800818494493623,-0.028188469570184733,0.06660050197798682,0.06660050197798682
2022-12-06,GLD,IEF,0.3991419566920269,0.39418395057746347,0.26138387778819894,0.20272159197932077,0.20272159197932077
2022-12-06,GLD,SPY,0.16455900102792623,0.16317809271237085,0.10524018785957738,0.11677061384996282,0.11677061384996282
2022-12-06,IEF,SPY,0.05541292235561134,0.058478351527328144,0.0352950405337103,0.08801597954326598,0.08801597954326598
2023-12-05,EURUSD,GLD,0.006044454874900679,-0.001880263521054093,0.003848042918441434,0.07687726814646946,0.07687726814646946
2023-12-05,EURUSD,IEF,0.07348272904772382,0.05862253849015395,0.0468227611202727,0.09236992326773863,0.09236992326773863
2023-12-05,EURUSD,SPY,0.0007552700837030135,0.010845595642676868,0.00048081991447564696,0.0757472128065508,0.0757472128065508
2023-12-05,GLD,IEF,0.45933507234100895,0.45796541586166334,0.30382454728649005,0.23163046938401793,0.23163046938401793
2023-12-05,GLD,SPY,0.10383410448602684,0.09855308457761244,0.06622220551436388,0.1000344423616289,0.1000344423616289
2023-12-05,IEF,SPY,0.09832882792646398,0.09559608067862874,0.0626993896665115,0.09861077443882167,0.09861077443882167
2024-12-03,EURUSD,GLD,-0.02834302149889743,-0.03307702910196512,-0.018046144603807972,0.06974033144755261,0.06974033144755261
2024-12-03,EURUSD,IEF,0.04580755489186494,0.0408962125663594,0.029172203401722278,0.08576320329794085,0.08576320329794085
2024-12-03,EURUSD,SPY,0.0397741887702539,0.05575092834173564,0.025327716012490665,0.08436968412780352,0.08436968412780352
2024-12-03,GLD,IEF,0.37857208583616714,0.3767474589898359,0.2471695820057834,0.1935817810199252,0.1935817810199252
2024-12-03,GLD,SPY,0.14673498918076242,0.14395881583526335,0.0937529056133065,0.11165664345686536,0.11165664345686536
2024-12-03,IEF,SPY,0.10283903362612372,0.10057797031188123,0.06558531407033781,0.09977600207053587,0.09977600207053587
