,date,omega_EURUSD,alpha_EURUSD,beta_EURUSD,nu_EURUSD,persist_EURUSD,omega_GLD,alpha_GLD,beta_GLD,nu_GLD,persist_GLD,omega_IEF,alpha_IEF,beta_IEF,nu_IEF,persist_IEF,omega_SPY,alpha_SPY,beta_SPY,nu_SPY,persist_SPY,omega_VIX_ret,alpha_VIX_ret,beta_VIX_ret,nu_VIX_ret,persist_VIX_ret,omega_DGS10_chg,alpha_DGS10_chg,beta_DGS10_chg,nu_DGS10_chg,persist_DGS10_chg
0,2009-01-12,5.230771033963604e-07,0.01843737323190925,0.9709364219297093,3.325802388452322,0.9893737951616186,2.317169490093543e-06,0.049317383826740155,0.9427723989981635,6.198999094478331,0.9920897828249036,3.980889823110245e-08,0.03448803553569424,0.9654119644643058,15.539281033247638,0.9999,1.0555777318688151e-06,0.10252516830734915,0.8973748316926509,5.205262909591836,0.9999,0.00018573358169819335,0.10910631675770992,0.8698230365264983,4.098094361795458,0.9789293532842082,5.847849952845989e-09,0.07289923763221606,0.9125211833268008,10.493098175082013,0.9854204209590168
1,2009-03-25,9.32665566688349e-07,0.02321311558340763,0.9561575123065508,3.244796213604284,0.9793706278899584,1.625775849006246e-06,0.043560650423477114,0.9512353229746466,6.474321813929237,0.9947959733981238,3.645156114145841e-08,0.03151573879651963,0.9684842512939094,11.310273031654724,0.999999990090429,9.276635867898028e-07,0.09501667177293546,0.9049833282268949,5.546360149638146,0.9999999999998304,0.00020555238800076814,0.11290551159403937,0.8655392281036629,4.139209583074246,0.9784447396977023,9.020285254808823e-09,0.08974355427771843,0.8923204817107733,8.109050724697264,0.9820640359884917
2,2009-06-05,5.527588911624028e-07,0.015452196352002354,0.9707448811527812,3.2838547115102736,0.9861970775047836,1.8646986524360334e-06,0.041840108277010846,0.9493716354408643,6.96616394590449,0.9912117437178751,4.1033079512007464e-08,0.030792052405142278,0.9692079073587986,10.688975024612873,0.9999999597639408,6.938196572299315e-07,0.09089040802867106,0.9091095907500548,5.79097297246369,0.9999999987787259,0.00022018224913329041,0.10145484053104335,0.8624388024497883,4.694909128375719,0.9638936429808317,7.686599469187598e-09,0.07309952385836502,0.9123552434473334,7.027207467769232,0.9854547673056985
3,2009-08-17,5.121033969048913e-07,0.013958849506962422,0.974413750285388,3.185509338331266,0.9883725997923505,1.4510644794217082e-06,0.043424818271684394,0.9495085314680565,7.493370950436661,0.9929333497397409,5.1856658214677935e-08,0.027431162051066788,0.9724688379489332,12.276979656652005,0.9999,7.432988013593731e-07,0.08459940266555323,0.9154005973305666,5.4934181982345285,0.9999999999961198,0.00016928879063471113,0.1050208591628004,0.8690438779549826,4.826697576688287,0.9740647371177831,9.997163945382655e-09,0.08501929068995154,0.8979767399888465,6.634142444915001,0.982996030678798
4,2009-10-27,5.333835837226524e-07,0.014858140245099027,0.9725174446181246,3.228394948967023,0.9873755848632236,1.4838793233588925e-06,0.042592821208716714,0.9501286821738993,8.113041977591045,0.992721503382616,6.179015796519261e-08,0.037384580903657025,0.9623105344452433,12.54221301388122,0.9996951153489003,1.1070524867400599e-06,0.08493203954545082,0.9149679604545492,5.604164935825671,0.9999,0.00020012532746021877,0.09727682613616323,0.8715162507954688,4.644194348814462,0.968793076931632,1.6037882384183348e-09,0.04479507002773491,0.9546478491406973,9.242214753159887,0.9994429191684322
5,2010-01-08,5.128945438199594e-07,0.013323801617806214,0.9759380137454463,3.0911664772438066,0.9892618153632525,1.7901394664318545e-06,0.044477847466486586,0.9477004184991861,7.643059033156926,0.9921782659656726,1.0252889081077842e-07,0.037411332551984124,0.9606232919253415,13.318107138825345,0.9980346244773256,1.6550024874188924e-06,0.0939487024806406,0.9060512975193593,5.51424671476292,0.9999999999999999,0.00031313633877261694,0.10549747931984635,0.8438447723219591,4.471285053706441,0.9493422516418054,7.784801754005642e-09,0.053164917693600634,0.9355222508844965,8.035763374416602,0.9886871685780971
6,2010-03-23,7.086297445478289e-07,0.012135550525627552,0.9760826793012014,3.106808372331953,0.9882182298268289,1.867906670966872e-06,0.04092098012770409,0.9507120266953826,8.542083468897253,0.9916330068230866,1.5965037646791634e-07,0.03903311034215139,0.9565914595771509,13.98078261123647,0.9956245699193023,1.832746276101788e-06,0.09857671742454502,0.9005728652469385,6.762048747773463,0.9991495826714835,0.00023536637984219354,0.10768106997588074,0.8532625215711491,4.758070775354465,0.9609435915470299,1.2296166207978124e-08,0.06405578763863233,0.9186372317558698,8.4861434019932,0.982693019394502
7,2010-06-03,1.2849191445568907e-06,0.01390014938049708,0.9713382615607118,3.024408328653264,0.9852384109412089,1.8441102022335575e-06,0.04005416687477518,0.9518868653016637,7.432507571578136,0.9919410321764388,2.919149740096749e-07,0.03599580158308258,0.9552071140863453,14.440396038275523,0.9912029156694279,3.6303636599729876e-06,0.10993137882577281,0.8845782431067727,7.132931925667156,0.9945096219325456,0.00022888969877574383,0.12913662292824615,0.8454948390038167,4.6308974142154655,0.9746314619320628,5.950468176723382e-09,0.04110976209643137,0.9499662692723695,10.883530644273366,0.9910760313688008
8,2010-08-13,1.706290188212636e-06,0.014821930229361626,0.965248780865887,3.1712635272908187,0.9800707110952486,2.1365481863381143e-06,0.03992170981991434,0.9504131933196929,7.325147471749114,0.9903349031396073,3.546212942075008e-07,0.03859098974491693,0.9504430728786449,15.208162756032984,0.9890340626235619,3.2784258574731445e-06,0.1009947216143965,0.8931968618636762,6.396878540095014,0.9941915834780727,0.00023880501400687265,0.11601253561527178,0.849707844898134,4.3136635868353075,0.9657203805134058,6.6981415821103964e-09,0.043672374154882204,0.9459176001314081,11.780786358318823,0.9895899742862904
9,2010-10-25,2.4494378392039384e-06,0.016258040268818635,0.9585717952878523,3.1331658589824833,0.9748298355566709,1.2664111817731751e-06,0.044864715272083314,0.9495036970073439,6.616099348314379,0.9943684122794273,4.3820141217963095e-07,0.04587471438316106,0.940516175921018,18.072650519368462,0.986390890304179,2.695804433447184e-06,0.09921908950735717,0.8964569884357665,6.384344364187098,0.9956760779431236,0.000246988858278466,0.11751996230175135,0.840658908193497,4.53222762440643,0.9581788704952483,9.347801009393812e-09,0.05340970067845484,0.9320617423661162,13.069054187610472,0.985471443044571
10,2011-01-05,5.432909810499434e-06,0.031514907720153744,0.9108740405850192,3.441155592605189,0.942388948305173,1.4237404109286137e-06,0.04565974378118107,0.947963457665131,6.310837969754597,0.9936232014463121,5.465078491745385e-07,0.0506907947047172,0.9334019406247845,16.851008994135285,0.9840927353295017,1.9099621862634672e-06,0.11028681664145824,0.8896131833585418,5.625973557730823,0.9999,0.0003070042182447303,0.13759411965877713,0.808178412634422,4.572003047213137,0.9457725322931991,1.0113736151327492e-08,0.05317792485820502,0.931673774307235,12.703644262228377,0.98485169916544
11,2011-03-18,3.2997445878590113e-06,0.03272392920711913,0.923290819995812,4.442562866912204,0.9560147492029311,1.1729271882742824e-06,0.040314547719182116,0.9524890916883954,5.956051672342001,0.9928036394075774,5.300387651958546e-07,0.04614522788398029,0.9365133943060922,16.023419247972818,0.9826586221900724,1.9905638990986963e-06,0.10983432711743384,0.8900656728825661,5.058597886152888,0.9998999999999999,0.00031152066536669064,0.14635263878193738,0.8089678559213194,4.074934032566697,0.9553204947032568,1.0560505809677953e-08,0.049643186658019964,0.9323744632872144,11.931235167407232,0.9820176499452343
