,SPY_log_return,DGS10_change,GLD_log_return,EURUSD_log_return,SPY_level_change,VIX_change
2006-01-04,0.004724423801784113,-0.009999999999999787,0.003382831797150453,0.006543246546145695,0.41306304931640625,0.22999954223632812
2006-01-05,0.0006281705171641698,0.0,-0.018175416840417152,-0.00041168873684475156,0.0550689697265625,-0.05999946594238281
2006-01-06,0.008287212200314325,0.019999999999999574,0.02602449436115473,0.0038817563086495453,0.7297515869140625,-0.3100004196166992
2006-01-09,0.0025662118789239476,0.0,0.016248460425883546,-0.006529687652801062,0.227203369140625,0.13000011444091797
2006-01-10,0.0010084804730912471,0.04999999999999982,-0.009939288552968072,-0.0009052183712828674,0.089447021484375,-0.2700004577636719
2006-01-11,0.0031762013521402185,0.03000000000000025,0.008656420300679483,0.0061959538988384764,0.2823028564453125,0.07999992370605469
2006-01-12,-0.003951481397873912,-0.040000000000000036,-0.0018355084992045636,-0.0077750583128544945,-0.35107421875,0.26000022888183594
2006-01-13,-0.0009324392050729701,-0.05999999999999961,0.018385852058020367,0.008102807605059732,-0.0826416015625,0.029999732971191406
2006-01-17,-0.002723871367694711,-0.020000000000000462,-0.0032520409896078756,-0.002849450958143612,-0.24097442626953125,0.6800003051757812
2006-01-18,-0.003981891649826837,0.0,-0.02176979137145157,-3.6427670304904696e-05,-0.3510894775390625,0.3400001525878906
2006-01-19,0.0038261779342300684,0.040000000000000036,0.02772383396043182,-0.0014034752621391658,0.33733367919921875,-0.2700004577636719
2006-01-20,-0.018405456956785478,-0.009999999999999787,-0.007040364605841864,0.003718816279432901,-1.6109466552734375,2.580000877380371
2006-01-23,0.0035660273123257636,-0.009999999999999787,0.010273131505108786,0.013747064094996127,0.30980682373046875,-0.6300001144409197
2006-01-24,0.001027917979391234,0.040000000000000036,-0.0007175052420346415,-0.003181662844508498,0.089508056640625,-0.6199998855590803
2006-01-25,0.0008686830099446689,0.08999999999999986,0.007329966694290513,-0.001629828263892348,0.075714111328125,-0.4400005340576172
2006-01-26,0.005511353319300625,0.040000000000000036,-0.004642006558574431,-0.0024581756473356186,0.481903076171875,-0.4499998092651385
2006-01-27,0.009222315831280803,-0.010000000000000675,-0.004483910215659325,-0.009954393660605,0.812347412109375,-0.44999980926513494
2006-01-30,-0.0007782285133744632,0.020000000000000462,0.018698776919120332,-0.0006529396417630722,-0.06884002685546875,0.4200000762939453
2006-01-31,-0.007345869515352126,-0.009999999999999787,0.00035280398276080644,0.005149898660757911,-0.6471633911132812,0.5599994659423828
2006-02-01,0.006956657500788851,0.040000000000000036,0.0,-0.006731854159330575,0.6127548217773438,-0.5900001525878906
2006-02-02,-0.011673217920352733,0.0,0.004926096846573146,0.0014128829175009342,-1.0257797241210938,0.869999885559082
2006-02-03,-0.004976728796355542,-0.03000000000000025,-0.008459682883606469,-0.004725752548756046,-0.4337005615234375,-0.26999950408935547
2006-02-06,0.002609817430788197,0.009999999999999787,0.0038862655930409257,-0.005337835436600159,0.22716522216796875,0.07999992370605469
2006-02-07,-0.008886030562887599,0.020000000000000462,-0.038093048941077325,0.002503415710290351,-0.7710418701171875,0.5500001907348633
2006-02-08,0.009043847359097362,-0.010000000000000675,0.004203668006722571,-0.002335921043996027,0.7847976684570312,-0.7600002288818342
2006-02-09,-0.0016594157189407592,-0.019999999999999574,0.02432330429712352,0.002419909750198401,-0.14453125,0.28999996185302557
2006-02-10,0.0018175576504721102,0.04999999999999982,-0.025053114848127972,-0.007277768780254572,0.15831756591796875,-0.25
2006-02-13,-0.0018175576504720484,-0.009999999999999787,-0.019722317881601545,0.00041679917459765814,-0.15831756591796875,0.4800004959106463
2006-02-14,0.01054422010425119,0.040000000000000036,0.014231835019739241,0.00033359442192101293,0.9224700927734375,-1.1000003814697283
2006-02-15,0.0035165142420588067,-0.009999999999999787,-0.013487564404801337,-0.002523028670692511,0.309814453125,0.06000041961669922
2006-02-16,0.007460100226406073,-0.020000000000000462,0.01403795023117115,0.0017726350741738186,0.6608734130859375,-0.8300008773803711
2006-02-17,-0.002713219504818311,-0.04999999999999982,0.008038016031443143,0.002933418411826851,-0.24092864990234375,0.5300006866455078
2006-02-21,-0.002487614257176936,0.03000000000000025,0.0029069760713780913,-0.0018493416249934084,-0.2203216552734375,0.39999961853027344
2006-02-22,0.006052656540033238,-0.040000000000000036,0.0039833697886547965,-0.0003336831903147659,0.5370254516601562,-0.5299997329711914
2006-02-23,-0.0014713336297641647,0.02999999999999936,-0.012729773023942181,0.0005005830321471893,-0.1308441162109375,-0.010000228881835938
2006-02-24,0.002553333426353016,0.020000000000000462,0.018136151993469803,-0.0036889851697372296,0.2271881103515625,-0.4099998474121094
2006-02-27,0.0003864873655439689,0.009999999999999787,-0.007577127477402215,-0.0023609698826720753,0.0344390869140625,0.13000011444091797
2006-02-28,-0.009546518684934136,-0.040000000000000036,0.015275676084631486,0.006729766532618566,-0.8467864990234375,0.75
2006-03-01,0.008851264951623855,0.040000000000000036,0.0005348806365655907,-0.0008467113220418398,0.7848434448242188,-0.8000001907348633
2006-03-02,-7.752775058319757e-05,0.04999999999999982,0.011343673633042218,0.009942830206237223,-0.00690460205078125,0.18000030517578125
2006-03-03,-0.004648841731141335,0.040000000000000036,-0.008140248406057734,0.0005780037708891324,-0.41304779052734375,0.23999977111816406
2006-03-06,-0.0045931654749658,0.0600000000000005,-0.018832934931586665,-0.002490399224668445,-0.406219482421875,0.7799997329711914
2006-03-07,-0.0015615618476978877,0.0,-0.005082580890901775,-0.01054239405875138,-0.1376800537109375,-0.07999992370605469
2006-03-08,0.0021081291949984374,-0.009999999999999787,-0.017995335485148433,0.0031081307595809938,0.18592071533203125,-0.34000015258788885
2006-03-09,-0.006729195147286684,0.009999999999999787,0.004990315328593799,-0.0019302709582450278,-0.5920944213867188,0.36000061035155895
2006-03-10,0.009454371064459328,0.019999999999999574,-0.007587707988952681,0.0005834559376983349,0.8330154418945312,-0.8299999237060511
2006-03-13,0.001865055412764874,0.009999999999999787,0.00887743074453615,0.004691992041875473,0.16526031494140625,-0.4800004959106463
2006-03-14,0.010423963483055548,-0.05999999999999961,0.010258334271688237,0.004329439239752162,0.929351806640625,-0.630000114440918
2006-03-15,0.004445792694287794,0.020000000000000462,0.004545875722809695,0.0043241081920564455,0.399322509765625,0.6100006103515643
2006-03-16,0.0020623482419102127,-0.08000000000000007,0.0039833697886547965,0.008570884998657696,0.18584442138671875,0.6299991607665998
2006-03-17,0.0008348541195911622,0.02999999999999936,-0.003983369788654952,0.0014011427278653272,0.07534027099607954,0.1400003433227539
2006-03-20,-0.0016090377499326676,-0.019999999999999574,0.0009066867676153741,-0.0023868364374000453,-0.14514923095701704,-0.3299999237060547
2006-03-21,-0.006307300084864095,0.04999999999999982,-0.006181771283939387,-0.004526544106376268,-0.5667266845703125,-0.1700000762939453
2006-03-22,0.00607814524829002,-0.009999999999999787,-0.0014601541144710205,-0.0023945324022297586,0.5460739135742188,-0.4099998474121094
2006-03-23,-0.002074092156872488,0.03000000000000025,-0.0009136453209700005,-0.008898769862727399,-0.18671417236328125,-0.03999996185302912
2006-03-24,0.0007685929061035476,-0.0600000000000005,0.01829592422327758,0.005245571578341346,0.06914520263671875,0.019999504089357245
2006-03-27,-0.0014599235660348892,0.03000000000000025,0.012132179396417623,-0.001995811828747522,-0.13129425048828125,0.2700004577636719
2006-03-28,-0.006171905792210309,0.08999999999999986,-0.005869256761886151,0.0,-0.5529403686523438,0.11999988555908381
2006-03-29,0.006248649593509416,0.019999999999999574,0.017856008967773458,0.0016588785769306596,0.5598373413085938,-0.6300001144409197
2006-03-30,-0.0017707662086453608,0.05000000000000071,0.026456091342854607,0.01132492195118332,-0.15900421142578125,0.6199998855590838
2006-03-31,0.00023162426362611545,0.0,-0.008569032949188241,-0.004358853634659159,0.020782470703125,-0.17999935150146662
2006-04-03,-0.0007709282207444688,0.019999999999999574,0.006348185470116209,0.001976724958151662,-0.06915283203125,0.17999935150146662
2006-04-04,0.006377879392274994,-0.009999999999999787,-0.00239725090815688,0.009918005849360768,0.5737075805664205,-0.4299993515014666
2006-04-05,0.0034406646061947814,-0.03000000000000025,0.005641488791230979,0.00228298028635211,0.3110198974609091,-0.010000228881835938
2006-04-06,-0.001069181571908453,0.0600000000000005,0.010513899447594038,-0.006039769791432209,-0.09676361083982954,0.31999969482421875
2006-04-07,-0.010215288264062252,0.0699999999999994,-0.011707924234642812,-0.009796333460045194,-0.9193115234375,0.8100004196166992
2006-04-10,0.0015430113779000148,0.0,0.01709151230827786,0.001404001669205044,0.1382598876953125,-0.07000064849853516
2006-04-11,-0.008514204863804135,-0.040000000000000036,-0.00994865584400034,0.002971785868108545,-0.76025390625,0.8100004196166992
2006-04-12,0.0018636333511714758,0.05000000000000071,0.0070922618883069175,-0.002802217820896405,0.16585540771484375,-0.23999977111816406
2006-04-13,-0.0013196754543906561,0.0699999999999994,0.0011771580379689472,0.00016963768815453134,-0.1174774169921875,-0.38000011444091797
2006-04-17,-0.0003889156182771638,-0.040000000000000036,0.026371876607847133,0.011319637541899328,-0.0345916748046875,0.1999998092651385
2006-04-18,0.01573133738343894,-0.019999999999999574,0.012363885008428081,0.009183531396874717,1.409996032714858,-1.1800003051757848
2006-04-19,0.001911166830613845,0.04999999999999982,0.030257109870676136,0.0008908493429412366,0.17281341552732954,-0.07999992370605113
2006-04-20,0.0013736371769754844,0.0,-0.044751287678637945,-0.005591671595787801,0.12441253662110796,0.3200006484985334
2006-04-21,0.00015209846885844272,-0.03000000000000025,0.03608641686474083,0.002588268509211019,0.01378631591795454,-0.05000019073486328
2006-04-24,-0.0018310948626021435,-0.019999999999999574,-0.024831058863613812,0.0038826827000252085,-0.16583251953125,0.15999984741210938
2006-04-25,-0.004133533853425648,0.08000000000000007,0.018163277608642465,0.0032262187740079032,-0.37323760986328125,0.0
2006-04-26,0.00022976507595758752,0.04999999999999982,0.013762817006708136,0.0016046660651645136,0.0207061767578125,0.010000228881835938
